fips,opioid_presc_rate,total_population,average_household_size,percent_grad_high_school,median_household_income,perc_male,perc_foreign_born,poverty_population,f,overdose_death_rate_2
8049,43.3,14411,2.69,0.9446568533741159,63628,0.5335507598362362,0.07064048296440219,1543,16,15.05
8051,51.6,15651,2.34,0.9507679788424371,48071,0.5384320490703469,0.03897514535812408,2509,16,15.05
8053,–,874,2.18,0.9504132231404959,57083,0.4759725400457666,0.010297482837528604,70,16,15.05
8055,80.6,6502,2.08,0.8843457943925234,31715,0.5059981544140264,0.029529375576745617,1171,NA,NA
8057,–,1335,2.15,0.875968992248062,46014,0.5310861423220974,0.04044943820224719,155,NA,NA
8059,70.4,552344,2.44,0.9400968521755697,70164,0.4970181625943253,0.06506271454021408,46423,18,17.05
8061,112.7,1463,2.45,0.910135841170324,40304,0.45522898154477104,0.019822282980177717,189,14,13.05
8063,41,7980,2.35,0.8349584687612857,40603,0.5487468671679198,0.07907268170426066,1157,20,19.05
8065,49.7,7362,2.38,0.9204,45367,0.5461831024178212,0.10757946210268948,833,22,21.05
8067,58,53182,2.38,0.946841169817418,60278,0.507878605543229,0.03781354593659509,5432,16,15.05
8069,62.2,318227,2.47,0.9528996273473463,59805,0.49765419024784197,0.052047752076348014,42338,18,17.05
8071,126,14503,2.36,0.8429807692307693,45067,0.5148589946907537,0.042336068399641456,2055,NA,NA
8073,29,5478,2.24,0.796823796319637,39005,0.5863453815261044,0.059693318729463304,624,20,19.05
8075,81.6,21928,2.61,0.8683402687768607,42319,0.5421835096680043,0.07041225829989055,3529,18,17.05
8077,78.6,147834,2.43,0.8992914520697058,49322,0.4960969736325879,0.035546626621751426,22545,18,17.05
8079,–,733,1.91,0.9787556904400607,48125,0.519781718963165,0.009549795361527967,56,8,7.05
8081,108,13117,2.6,0.9001972844377394,51387,0.5206983304109172,0.06030342303880461,1462,18,17.05
8083,90.8,25700,2.44,0.8980800088529851,43553,0.4952918287937743,0.027509727626459143,4550,16,15.05
8085,80.7,40815,2.4,0.8738873435326843,43999,0.49053044223937275,0.07183633468087713,7644,12,11.05
8087,65.4,28359,2.67,0.8019100938580602,48450,0.49677351105469164,0.12715540040198878,3218,14,13.05
8089,107.7,18572,2.42,0.8478155731097856,32311,0.4911156579797545,0.05470600904587551,4396,20,19.05
8091,34.4,4580,2.31,0.9810606060606061,61624,0.4888646288209607,0.026637554585152837,355,22,21.05
8093,–,16189,2.2,0.9574417119131268,56969,0.5265921304589536,0.04274507381555377,1170,12,11.05
8095,0.1,4371,2.52,0.8817204301075269,43639,0.51681537405628,0.08968199496682681,658,22,21.05
8097,26.1,17420,2.28,0.951294790725685,71196,0.5301377726750861,0.11756601607347876,1709,16,15.05
8099,79.3,12235,2.44,0.8135680328922009,40179,0.501593788312219,0.10968532897425419,2264,18,17.05
8101,107.9,161519,2.49,0.8795809583637422,41286,0.4924188485565166,0.03917805335595193,31017,28,27.05
8103,26,6712,2.48,0.9114510894761243,61842,0.5199642431466031,0.04529201430274136,1113,18,17.05
8105,79.9,11745,2.49,0.8324777763866282,39672,0.4946785866326096,0.07066836951894423,2198,28,27.05
8107,62,23606,2.46,0.9695183067036142,64963,0.522240108447005,0.05803609251885114,2369,12,11.05
8109,–,6238,2.39,0.7871812232001806,33393,0.4995190766271241,0.11542160949022122,1450,22,21.05
8111,–,606,2.15,0.9240506329113924,36324,0.5396039603960396,0.019801980198019802,100,14,13.05
8113,35.9,7676,2.31,0.9450530342549122,56047,0.5274882751433038,0.07204273058884836,854,18,17.05
8115,1.3,2365,2.44,0.9071680376028202,44191,0.4816067653276956,0.03763213530655391,335,NA,NA
8117,59.9,28940,2.82,0.9477462359576749,67983,0.5498272287491361,0.11782999308914996,3949,14,13.05
8119,107.7,23340,2.42,0.9299062733597838,62372,0.5066838046272494,0.026778063410454155,1728,20,19.05
8121,–,4795,2.3,0.908904510837727,45541,0.5176225234619395,0.032116788321167884,466,12,11.05
8123,58,270948,2.8,0.867228941226395,60572,0.5027902032862395,0.08229623396371259,34007,14,13.05
8125,71.1,10185,2.6,0.8840579710144928,43105,0.4737358861070201,0.10319096710849288,1451,12,11.05
9001,43.4,939983,2.76,0.8966437329099409,84233,0.4868534856481447,0.20860164492336564,82743,14,13.05
9003,56,896943,2.51,0.8888116365706007,66395,0.48473983296597445,0.15139089105996703,104196,20,19.05
9005,60.6,186304,2.46,0.9140796997591571,72061,0.4924209893507386,0.07291308828581243,12893,20,19.05
9007,63.3,165165,2.4,0.9374371880515839,79893,0.4895347077165259,0.07465867465867466,10710,18,17.05
9009,63.1,862224,2.56,0.8912412364994722,61640,0.48210093896713613,0.11978325817884912,108533,22,21.05
9011,66.4,273185,2.45,0.9126912691269127,66233,0.4999176382305031,0.0826143455899848,25766,20,19.05
9013,48.4,151948,2.49,0.9348063055508972,79626,0.5010529918129887,0.06786532234711876,9511,14,13.05
9015,71.6,117470,2.53,0.8825790560545369,59392,0.4955477994381544,0.05289861241167958,11999,20,19.05
11001,32.5,647484,2.22,0.8933147116875793,70848,0.4736395030610795,0.14145214399120287,110365,22,21.05
11001,32.5,647484,2.22,0.8933147116875793,70848,0.4736395030610795,0.14145214399120287,110365,22,21.05
10001,75.9,169509,2.71,0.8635137581462708,54976,0.482074698098626,0.054463184845642415,22074,16,15.05
10003,74.7,549643,2.63,0.9015440720259883,65476,0.48379584566709666,0.10321790689593063,60487,20,19.05
10005,93.1,207302,2.52,0.85512936410006,53751,0.48616028788916654,0.06848945017414207,25754,18,17.05
12001,69.1,254218,2.46,0.9256204360249762,43073,0.48371083086170136,0.10263238637704647,58203,16,15.05
12003,112.2,27135,3,0.8165410997413696,47121,0.526147042564953,0.015035931453841902,4393,24,23.05
12005,121.2,175353,2.54,0.8799891571312398,47368,0.4950015112373327,0.04842232525249069,26235,22,21.05
12007,93.8,27223,2.72,0.7653212985281297,41606,0.5565147118245601,0.022260588472982405,4896,26,25.05
12009,92.1,553591,2.46,0.9065511667221955,48925,0.48870736699115414,0.08661087337041246,76460,NA,NA
12011,51.3,1843152,2.73,0.8821600886911065,51968,0.4854835629400071,0.32200599842009775,265880,22,21.05
12013,71.2,14615,2.64,0.7524694944799535,34510,0.5467670201847417,0.035443037974683546,2407,18,17.05
12015,79.8,165783,2.26,0.8932791893301543,44244,0.48688948806572446,0.10498060717926445,19760,14,13.05
12017,104.9,139654,2.25,0.8663295322486926,38312,0.4824852850616524,0.053267360763028626,23903,NA,NA
12019,87.3,197417,2.84,0.9032486413250316,58290,0.4909962161313362,0.0704853178804257,20580,22,21.05
12021,58.2,341091,2.59,0.8597675644626994,57452,0.49205637205320574,0.23219023662307126,47436,22,21.05
12023,118.8,67806,2.66,0.8566093619213186,41926,0.5173583458690971,0.03754829956051087,12498,22,21.05
12027,57.4,34957,2.78,0.708427294746513,35165,0.5651514718082216,0.17535829733672798,10123,12,11.05
12029,45.5,16091,2.41,0.7882480594274267,36292,0.5435336523522466,0.030886831147846624,3061,NA,NA
12031,88.6,890673,2.58,0.8864220631849555,47690,0.4847255951398549,0.09712992310309171,150792,22,21.05
12033,113,306327,2.53,0.8958421995467097,45390,0.49684161043590674,0.05109246001821583,45308,20,19.05
12035,80.3,100783,2.71,0.9094673216972214,47866,0.4785430082454382,0.12391970868102756,14814,16,15.05
12037,80,11628,2.24,0.7891464104013567,40401,0.5847953216374269,0.03070175438596491,1977,26,25.05
12039,58.8,46424,2.53,0.7803807194154357,35567,0.47378511114940547,0.05921506117525418,11907,8,7.05
12041,43.7,16992,2.54,0.828996282527881,40623,0.5264830508474576,0.0323093220338983,3598,20,19.05
12043,5,13272,3.04,0.7687266861578789,34877,0.5514617239300783,0.12326702833031947,2408,20,19.05
12045,103.9,15785,2.52,0.8203466846179738,41788,0.5850490972442192,0.025974025974025976,1924,20,19.05
12047,36.6,14395,2.35,0.7367599625429195,35048,0.6023619312261201,0.04036123654046544,3234,14,13.05
12049,38.7,27468,3.33,0.6927157606525584,35457,0.5431775156545798,0.1672491626620067,7029,10,9.05
12051,70.9,38363,3.18,0.6302738866819988,36771,0.5296248989912155,0.25626254463936604,9696,16,15.05
12053,110,174809,2.45,0.8708464288748002,40945,0.48039860647907145,0.0654428547729236,27375,NA,NA
12055,80.2,98328,2.39,0.8257695926871892,35093,0.48810104954845007,0.10272760556504759,18863,22,21.05
12057,65.6,1302884,2.64,0.8747481049810125,50579,0.4878653817223943,0.15842699733821278,217684,22,21.05
12059,83.5,19635,2.6,0.7581388648804379,35020,0.5348102877514642,0.023325693913929208,4903,20,19.05
12061,96.7,142866,2.44,0.8826906462790417,45798,0.4813461565382946,0.10157070261643777,20272,24,23.05
12063,109.6,48900,2.52,0.7926494322847354,35098,0.5546830265848671,0.031165644171779142,9090,10,9.05
12065,51.7,14198,2.17,0.7990404133603985,43355,0.5297929285814903,0.025637413720242287,1862,12,11.05
12067,57.4,8801,2.81,0.7549613185334679,35864,0.5982274741506647,0.0641972503124645,1425,22,21.05
12069,82.3,310561,2.57,0.8737188711058537,46403,0.4834026165552017,0.08007766590138492,42497,18,17.05
12071,66.3,663675,2.59,0.8695183078963339,48537,0.48993558594191433,0.15468715862432666,105166,26,25.05
12073,71.5,282940,2.43,0.9231164603589326,46745,0.47527390966282607,0.07021630027567682,60286,10,9.05
12075,102.8,39821,2.53,0.8148019819133087,35782,0.49343311318148714,0.03648828507571382,8601,24,23.05
12077,40.8,8295,2.77,0.7723932820153954,39406,0.6196503918022905,0.049789029535864976,1237,10,9.05
12079,81.3,18729,2.52,0.8200122025625382,32164,0.5269368359229003,0.03363767419509851,4269,12,11.05
12081,76.2,343729,2.52,0.8787798123949638,49675,0.48313351506564767,0.12372537667755702,51595,30,29.05
12083,90.8,336811,2.48,0.8601206140791424,39459,0.4800793323258445,0.07453141376023942,60207,24,23.05
12085,74.8,151586,2.39,0.8982420087381491,51593,0.49468948319765677,0.10078107476943782,17965,26,25.05
12086,30.5,2639042,3.08,0.8008914771262589,43129,0.485108232457081,0.5165370615549127,530006,10,9.05
12087,79.9,75901,2.55,0.9089261517615176,57290,0.5290971133450152,0.17703324066876588,9998,28,27.05
12089,110.4,75880,2.66,0.8959166006667526,54116,0.49400369003690037,0.027991565629942015,9652,24,23.05
12091,85.4,192237,2.5,0.9122097804283836,55880,0.5050640615490254,0.06581459344455022,24595,18,17.05
12093,101.6,39255,2.77,0.7032736534571878,35405,0.5394472041778118,0.12821296650108266,9965,30,29.05
12095,45.2,1229039,2.75,0.8762993529727101,47943,0.49139693695643505,0.19740545255276684,212489,18,17.05
12097,53,300870,3.23,0.8521356307465227,44254,0.4920065144414531,0.1984511583075747,58146,16,15.05
12099,59.3,1378806,2.54,0.8782179072536042,53363,0.4834450966996082,0.23365651150343122,197340,28,27.05
12101,86.6,479288,2.53,0.8799107259013417,45064,0.4855514847023084,0.09447138255078366,66144,NA,NA
12103,82.4,931477,2.27,0.9003538339112147,45819,0.47960389789549285,0.1159008757060024,131643,NA,NA
12105,72.9,626676,2.77,0.835176706620711,43162,0.4899134480975815,0.0992889467603674,111877,20,19.05
12107,110,72696,2.57,0.7846159865409444,31715,0.49280565643226587,0.04280840761527457,20397,18,17.05
12109,65,210495,2.62,0.9385360946665126,66194,0.4861778189505689,0.06757405164018147,19706,12,11.05
12111,65.6,288006,2.64,0.8542914074175368,43459,0.4876565071561009,0.15283709367165962,52201,26,25.05
12113,97.4,161021,2.65,0.9037924151696607,58923,0.5104241061724868,0.04316828239794809,19063,22,21.05
12115,79,392038,2.21,0.9239200098401621,51766,0.4776118641560257,0.12303654237599417,42386,NA,NA
12117,55.9,437346,2.85,0.9301613273338588,57010,0.4837039780860006,0.11965811965811966,52637,18,17.05
12119,72.6,108501,2.05,0.8946881593032561,50350,0.5086589063695266,0.05689348485267417,10802,16,15.05
12121,85.7,43595,2.69,0.7883454803284635,36289,0.4965477692395917,0.05762128684482165,10012,22,21.05
12123,113.8,22685,2.44,0.7631322957198443,36181,0.5634119462199692,0.026361031518624643,2720,16,15.05
12125,54.6,15191,2.58,0.7412523857129873,39163,0.6470936738858535,0.024224869988809163,2002,14,13.05
12127,81.8,503719,2.46,0.8866837892562545,41117,0.4873371860104542,0.07488500533035283,85881,26,25.05
12129,83.8,31128,2.57,0.8890294024660133,50340,0.5578900025700334,0.026150089951169367,4101,16,15.05
12131,89,59487,2.45,0.8524499272298842,44966,0.5072704960747726,0.05875233244238237,9804,22,21.05
12133,124.7,24629,2.66,0.8033948676916043,38970,0.5472410572901864,0.022412603028949613,4723,18,17.05
13001,123.7,18417,2.63,0.761908666065426,37135,0.4908508443286094,0.03708530162350003,3745,16,15.05
13003,67.9,8294,2.98,0.6954614797864226,30933,0.49312756209307934,0.13383168555582348,2370,20,19.05
13005,157.5,11222,2.71,0.7753237900477165,37162,0.5024059882373908,0.06032792728568882,1919,22,21.05
13007,–,3292,2.55,0.8032714412024757,44297,0.4796476306196841,0.020048602673147023,752,12,11.05
13009,98.4,45795,2.62,0.8256940193713319,32460,0.4973468719292499,0.025723332241511083,13201,8,7.05
13011,42.3,18336,2.8,0.7807003388736485,41472,0.5086714659685864,0.03893979057591623,3026,20,19.05
13013,84.6,72012,3.05,0.8189159506428064,52012,0.5007082152974505,0.0710576015108593,10902,18,17.05
13015,102.9,101336,2.81,0.8168477770085187,48893,0.4939212125996684,0.045551432857030075,15819,20,19.05
13017,199.4,17477,2.68,0.7972901636459616,29994,0.4777135664015563,0.023745494077930994,6024,8,7.05
13019,56.1,19019,2.71,0.8128384210939339,31835,0.4979757085020243,0.024817287975182713,4923,12,11.05
13021,130.7,154816,2.59,0.8321936405140685,36519,0.47159854278627533,0.03655952873088053,40611,16,15.05
13023,131.8,12746,2.71,0.8409723980754621,38991,0.47850305978346147,0.019221716616977875,2616,20,19.05
13025,55.2,18452,2.79,0.7899145724475408,37206,0.4950140906134836,0.006503360069369174,3812,24,23.05
13027,91,15637,2.37,0.7799850774109308,32663,0.49152650764213085,0.03242309905992198,4265,8,7.05
13029,90.7,33151,2.89,0.8959258728566653,63327,0.48882386655002863,0.047208229012699464,4487,12,11.05
13031,84.7,72386,2.54,0.8677442097292216,36032,0.4953858480921725,0.03870914265189401,21794,10,9.05
13033,84.3,23007,2.81,0.7760278175496012,33641,0.48120137349502323,0.020515495284043988,7131,10,9.05
13035,100.2,23445,2.7,0.7609304061197836,41667,0.5310727233951802,0.027681808487950522,4329,18,17.05
13037,2.2,6489,2.13,0.7277336860670194,25513,0.5997842502696872,0.048697796270611805,1924,10,9.05
13039,73.9,51445,2.68,0.9123990498812351,52473,0.5154048012440471,0.03030420837787929,6365,14,13.05
13043,169.7,11031,2.75,0.7384507042253521,30185,0.4842715982231892,0.053938899465143686,3398,20,19.05
13045,116.6,112595,2.72,0.8034375807702249,43586,0.48727741018695325,0.040907677960833076,22441,22,21.05
13047,116.1,65375,2.71,0.8423328578867532,50876,0.4880305927342256,0.022898661567877628,8061,22,21.05
13049,104,13130,3.32,0.7463274430487545,42778,0.534958111195735,0.09520182787509521,2010,16,15.05
13051,84.9,279290,2.55,0.8897014982523125,47218,0.4827705968706363,0.06741737978445343,50980,12,11.05
13053,–,11914,3.24,0.9179634966378483,43378,0.6664428403558839,0.0681551116333725,960,12,11.05
13055,131.4,25241,2.49,0.7073142593447161,32913,0.5153123885741452,0.03062477714829048,5488,20,19.05
13057,70,225944,2.84,0.8943970175059434,68926,0.4920245724604327,0.0908455192437064,24273,16,15.05
13059,97.1,120905,2.55,0.8625775199777853,32162,0.4751499110872172,0.10024399321781564,40559,12,11.05
13061,49,3104,2.57,0.7968673519334313,20438,0.48646907216494845,0.017074742268041235,1285,22,21.05
13063,44.6,267234,2.97,0.8251462525651628,40938,0.47586010762103625,0.1494008995861305,65787,12,11.05
13065,150.8,6791,2.49,0.7316529109971002,24015,0.494625239287292,0.01884847592401708,2339,18,17.05
13067,61.3,719133,2.64,0.9101338472482264,65873,0.48422058228450093,0.15591691662043045,87880,14,13.05
13069,173.8,43003,2.73,0.7741121392780074,33965,0.5111271306653025,0.05378694509685371,9975,14,13.05
13071,85.7,46024,2.86,0.727676753969331,32409,0.49689292543021035,0.10826959847036328,12086,14,13.05
13073,81,136204,2.98,0.9182991083490949,71021,0.487636192769669,0.06549734222196117,12517,12,11.05
13075,105.7,17033,2.74,0.7518594856169908,35683,0.48141842306111665,0.031174778371396702,4244,14,13.05
13077,81.3,133416,2.73,0.8840998685939553,62461,0.48865203573784255,0.057309468129759546,17489,14,13.05
13079,1.1,12539,2.72,0.7831146605818596,41825,0.5108860355690247,0.013956455857723902,2122,16,15.05
13081,174.5,23314,2.64,0.7818726396666232,31615,0.4733207514797975,0.02127477052414858,7468,12,11.05
13083,74.9,16445,2.47,0.8026292255410481,46434,0.4862876254180602,0.024019458802067496,2300,18,17.05
13085,135.6,22673,2.74,0.8582696882433956,56943,0.49592025757508934,0.03854805274996692,3156,18,17.05
13087,122.6,27378,2.46,0.7976554253014057,31284,0.48794652640806485,0.02721162977573234,7418,10,9.05
13089,45.1,716331,2.63,0.8831323541684052,51376,0.4765422688673253,0.1641964399139504,135469,10,9.05
13091,93.1,21180,2.35,0.8097043214556482,34271,0.529508970727101,0.023135033050047216,4279,20,19.05
13093,0.6,14293,2.52,0.74856855851331,28696,0.5399146435317987,0.04386762750996991,3673,12,11.05
13095,119.3,93310,2.52,0.8091897639956093,32084,0.4654592219483442,0.022773550530489767,27557,10,9.05
13097,94.5,136520,2.87,0.8777364725320116,53881,0.48078669791971873,0.08228098447113975,22118,14,13.05
13099,118.9,10579,2.62,0.7908756021535845,31680,0.46308724832214765,0.009358162397202004,2916,10,9.05
13101,–,4048,2.86,0.7153996101364523,32959,0.4676383399209486,0.13537549407114624,1170,14,13.05
13103,79.7,54630,2.95,0.8597815520100646,63100,0.4978217096833242,0.021197144426139482,5749,12,11.05
13105,146.7,19537,2.49,0.7683728488071497,35388,0.47407483236935044,0.026001945027383937,3664,22,21.05
13107,113.4,22731,2.68,0.7650834403080873,32229,0.48963969908934935,0.010162333377326119,6700,12,11.05
13109,122,10814,2.6,0.7432219193802898,37865,0.46458294803033107,0.05252450527094507,2857,14,13.05
13111,154.3,23742,2.48,0.8087159015302728,37049,0.4856793867407969,0.016005391289697583,5404,NA,NA
13113,91.8,108655,2.8,0.9393240534826895,79066,0.48520546684459986,0.09324007178684827,9129,14,13.05
13115,153.3,96169,2.64,0.7899248547613034,41549,0.4842204868512722,0.0652497166446568,19605,20,19.05
13117,51.2,196236,3.14,0.9203721950289238,88816,0.49687621027742107,0.14392873886544771,13547,14,13.05
13119,122.9,22110,2.54,0.745895127118644,33816,0.48968792401628225,0.030257801899592943,5122,26,25.05
13121,49.2,983903,2.5,0.9094419974017788,57207,0.48598388255752856,0.1239207523505874,167391,16,15.05
13123,135.2,28673,2.58,0.7810739949504758,40228,0.5077947895232449,0.062393192201722875,6664,22,21.05
13125,–,3087,2.67,0.7929706307173808,40759,0.48428895367670877,0.007774538386783284,483,24,23.05
13127,104.5,81743,2.49,0.8728181785599083,45918,0.4727866606314914,0.05509951922488776,14981,16,15.05
13129,117.8,55889,2.83,0.7600954025824492,41612,0.4963051763316574,0.09415090626062374,11188,18,17.05
13131,78.7,25243,2.7,0.7563451776649747,34187,0.4953452442261221,0.057837816424355266,7648,10,9.05
13133,142,16331,2.4,0.8187406545937863,42408,0.4881513685628559,0.04868042373400282,4033,12,11.05
13135,47.4,859234,3.12,0.8724371636494235,60289,0.49043101180819193,0.24622047079142584,117553,10,9.05
13137,101.8,43527,2.74,0.7818930041152263,40907,0.47264916029131343,0.0900360695660165,7220,14,13.05
13139,94.5,187916,3,0.7800181713609349,51202,0.4988718363524128,0.15702760808020605,34120,16,15.05
